Run;Alias;Assay Type;BioProject;BioSample;Center Name;Consent;DATASTORE filetype;DATASTORE provider;DATASTORE region;Description;ENA_checklist;ENA-FIRST-PUBLIC (run);ENA-LAST-UPDATE (run);Experiment;INSDC_center_alias;INSDC_center_name;INSDC_first_public;INSDC_last_update;INSDC_status;Instrument;Lane;Library Name;LibraryLayout;LibrarySelection;LibrarySource;Organism;Platform;pooled;ReleaseDate;sample_code;Sample Name;sample_name;SRA_accession;SRA Study;template_concentration;title;AvgSpotLen;Bases;Bytes
ERR567410;kkennedy_illumina-bias_36;AMPLICON;PRJEB6592;SAMEA2661491;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526399;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S3;SAMEA2661491;ERS510705;ERS510705;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;9229270;4662250
ERR567411;kkennedy_illumina-bias_37;AMPLICON;PRJEB6592;SAMEA2661492;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526400;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S3;SAMEA2661492;ERS510706;ERS510706;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;15349152;7740278
ERR567412;kkennedy_illumina-bias_38;AMPLICON;PRJEB6592;SAMEA2661493;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526401;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S3;SAMEA2661493;ERS510707;ERS510707;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;8622854;4410056
ERR567413;kkennedy_illumina-bias_39;AMPLICON;PRJEB6592;SAMEA2661494;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi;ena,gs.US,ncbi.public;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526402;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;pooled;2014-07-24T00:00:00Z;S3;SAMEA2661494;ERS510708;ERS510708;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;146082;116573
ERR567414;kkennedy_illumina-bias_40;AMPLICON;PRJEB6592;SAMEA2661495;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526403;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S1;SAMEA2661495;ERS510709;ERS510709;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;29012588;14777979
ERR567415;kkennedy_illumina-bias_41;AMPLICON;PRJEB6592;SAMEA2661496;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526404;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S1;SAMEA2661496;ERS510710;ERS510710;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;25366562;12963856
ERR567416;kkennedy_illumina-bias_42;AMPLICON;PRJEB6592;SAMEA2661497;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526405;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S1;SAMEA2661497;ERS510711;ERS510711;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;24341478;12883447
ERR567417;kkennedy_illumina-bias_43;AMPLICON;PRJEB6592;SAMEA2661498;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526406;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S1;SAMEA2661498;ERS510712;ERS510712;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;22268720;11334394
ERR567418;kkennedy_illumina-bias_44;AMPLICON;PRJEB6592;SAMEA2661499;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526407;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S1;SAMEA2661499;ERS510713;ERS510713;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;1946254;1038548
ERR567419;kkennedy_illumina-bias_45;AMPLICON;PRJEB6592;SAMEA2661500;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526408;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S1;SAMEA2661500;ERS510714;ERS510714;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;1262028;709074
ERR567420;kkennedy_illumina-bias_46;AMPLICON;PRJEB6592;SAMEA2661501;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526409;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S1;SAMEA2661501;ERS510715;ERS510715;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;5015482;2673924
ERR567421;kkennedy_illumina-bias_47;AMPLICON;PRJEB6592;SAMEA2661502;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526410;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S1;SAMEA2661502;ERS510716;ERS510716;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;974382;536514
ERR567422;kkennedy_illumina-bias_48;AMPLICON;PRJEB6592;SAMEA2661503;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526411;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S1;SAMEA2661503;ERS510717;ERS510717;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;18962046;9655032
ERR567423;kkennedy_illumina-bias_49;AMPLICON;PRJEB6592;SAMEA2661504;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526412;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S1;SAMEA2661504;ERS510718;ERS510718;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;3062702;1600468
ERR567424;kkennedy_illumina-bias_50;AMPLICON;PRJEB6592;SAMEA2661505;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526413;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661505;ERS510719;ERS510719;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;20338530;10769724
ERR567425;kkennedy_illumina-bias_51;AMPLICON;PRJEB6592;SAMEA2661506;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526414;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661506;ERS510720;ERS510720;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;151604;118191
ERR567426;kkennedy_illumina-bias_52;AMPLICON;PRJEB6592;SAMEA2661507;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526415;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661507;ERS510721;ERS510721;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;23937870;12743793
ERR567427;kkennedy_illumina-bias_53;AMPLICON;PRJEB6592;SAMEA2661508;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526416;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661508;ERS510722;ERS510722;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;70131910;36833596
ERR567428;kkennedy_illumina-bias_54;AMPLICON;PRJEB6592;SAMEA2661509;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526417;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661509;ERS510723;ERS510723;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;17845096;9486907
ERR567429;kkennedy_illumina-bias_55;AMPLICON;PRJEB6592;SAMEA2661510;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526418;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661510;ERS510724;ERS510724;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;14239230;7693464
ERR567430;kkennedy_illumina-bias_56;AMPLICON;PRJEB6592;SAMEA2661511;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526419;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661511;ERS510725;ERS510725;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;7828690;4214455
ERR567431;kkennedy_illumina-bias_57;AMPLICON;PRJEB6592;SAMEA2661512;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526420;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661512;ERS510726;ERS510726;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;22669316;12052432
ERR567432;kkennedy_illumina-bias_58;AMPLICON;PRJEB6592;SAMEA2661513;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi;ena,gs.US,ncbi.public;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526421;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661513;ERS510727;ERS510727;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;2238418;1234927
ERR567433;kkennedy_illumina-bias_59;AMPLICON;PRJEB6592;SAMEA2661514;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526422;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;6TD;SAMEA2661514;ERS510728;ERS510728;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;10633364;5776009
ERR567434;kkennedy_illumina-bias_60;AMPLICON;PRJEB6592;SAMEA2661515;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526423;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;10AS;SAMEA2661515;ERS510729;ERS510729;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;37811644;19959776
ERR567435;kkennedy_illumina-bias_61;AMPLICON;PRJEB6592;SAMEA2661516;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526424;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;10AS;SAMEA2661516;ERS510730;ERS510730;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;27087920;14340630
ERR567436;kkennedy_illumina-bias_62;AMPLICON;PRJEB6592;SAMEA2661517;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526425;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;10AS;SAMEA2661517;ERS510731;ERS510731;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;13959616;7418116
ERR567437;kkennedy_illumina-bias_63;AMPLICON;PRJEB6592;SAMEA2661518;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526426;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;10AS;SAMEA2661518;ERS510732;ERS510732;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;274092;183162
ERR567438;kkennedy_illumina-bias_64;AMPLICON;PRJEB6592;SAMEA2661519;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526427;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;10AS;SAMEA2661519;ERS510733;ERS510733;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;41625840;22016808
ERR567439;kkennedy_illumina-bias_65;AMPLICON;PRJEB6592;SAMEA2661520;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526428;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;10AS;SAMEA2661520;ERS510734;ERS510734;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;2225366;1224590
ERR567440;kkennedy_illumina-bias_66;AMPLICON;PRJEB6592;SAMEA2661521;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526429;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;10AS;SAMEA2661521;ERS510735;ERS510735;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;16810976;9031116
ERR567441;kkennedy_illumina-bias_67;AMPLICON;PRJEB6592;SAMEA2661522;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526430;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;10AS;SAMEA2661522;ERS510736;ERS510736;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;24074414;12964940
ERR567442;kkennedy_illumina-bias_68;AMPLICON;PRJEB6592;SAMEA2661523;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526431;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:29Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;10AS;SAMEA2661523;ERS510737;ERS510737;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;1625476;924500
ERR567443;kkennedy_illumina-bias_69;AMPLICON;PRJEB6592;SAMEA2661524;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 soil metagenome;ERC000011;24/07/2014;16/11/2018;ERX526432;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;soil metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;10AS;SAMEA2661524;ERS510738;ERS510738;ERP006140;low;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;16176950;8725823
ERR567444;kkennedy_illumina-bias_70;AMPLICON;PRJEB6592;SAMEA2661525;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526433;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S3;SAMEA2661525;ERS510739;ERS510739;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;78312;74040
ERR567445;kkennedy_illumina-bias_71;AMPLICON;PRJEB6592;SAMEA2661526;UNIVERSITY OF WATERLOO;public;fastq,sra;ena,gs,ncbi,s3;ena,gs.US,ncbi.public,s3.us-east-1;16S rRNA V3-V4 gut metagenome;ERC000011;24/07/2014;16/11/2018;ERX526434;UNIVERSITY OF WATERLOO;UNIVERSITY OF WATERLOO;2014-07-24T10:51:05Z;2014-07-21T18:46:30Z;public;Illumina MiSeq;1;unspecified;PAIRED;PCR;METAGENOMIC;gut metagenome;ILLUMINA;not-pooled;2014-07-24T00:00:00Z;S3;SAMEA2661526;ERS510740;ERS510740;ERP006140;high;16S rRNA V3-V4 regions for evaluating bias in Illumina-based bacterial gene profiles;502;25899184;13124732
